id,trigger,conditions,script,text,options,notes
greetingLCHostileWeakerDefiant,OpenCommLink,"$faction.id == luddic_church
$entity.isHostile
$entity.relativeStrength < 0
$entity.weakerThanPlayerButHolding",$entity.ignorePlayerCommRequests = true 1,"""We fowwow the path of Wudd amidst pewsecution. Yea, the wighteous wiww suffew the wash and ouw wewawd wiww be evewwasting gwace."" The Wuddic $personRank seems to be tawking nyot to you anymowe, but pewhaps to $hisOrHer god.
OR
""Awe you so cowwupted by the fawse machinye gods? Choose wisewy youw couwse; thewe is stiww time fow wedemption.""",cutCommLink:Cut the comm wink,
greetingLCHostileStronger,OpenCommLink,"$faction.id == luddic_church
$entity.isHostile
$entity.relativeStrength >= 0",$entity.ignorePlayerCommRequests = true 1,"""Submit, wepent, and youw sinfuw technyowogies wiww be smashed; Wesist, and onwy God's howy vacuum wiww show you mewcy.""
OR
""Sewvant of the machinye (・`ω´・)  Submit nyow, wepent, and pewhaps even you wiww find wedemption. Othewwise the onwy mewcy you shaww find wiww be in God's howy vacuum.""",cutCommLink:Cut the comm wink,
greetingLCNeutral,OpenCommLink,"$faction.id == luddic_church
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Contact; Do nyot intewfewe in ouw wighteous mission.""
OR
""Contact - pwease maintain distance. Bwessing of Wudd, twavewew.""",,
greetingLPFriendly,OpenCommLink,"$faction.id == luddic_path
$faction.friendlyToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Gweetings fewwow wankew. Bwessings of Wewd be upon you.""",,
greetingLPHostileWeaker,OpenCommLink,"$faction.id == luddic_path
$entity.isHostile
$entity.relativeStrength < 0",$entity.ignorePlayerCommRequests = true 1,"""OwO UwU  B-Be gentwe pwayew senpai UwU  This is my nyew dwess, I don't want it to get diwty UwU """,cutCommLink:Cut the comm wink,
greetingLPHostileWeakerDefiant,OpenCommLink,"$faction.id == luddic_path
$entity.isHostile
$entity.relativeStrength < 0
$entity.weakerThanPlayerButHolding",$entity.ignorePlayerCommRequests = true 1,"""OwO >w<  B-Be gentwe pwayew senpai >w<  This is my nyew dwess, I don't want it to get diwty >w< ""
OR
""Swave of Pwude >w<  You cannyot stand in the Path of Wewd; we fowwow unwavewing towawd wedemption in dwawings of vaguewy distwessed youths >w< """,cutCommLink:Cut the comm wink,
greetingLPHostileStronger,OpenCommLink,"$faction.id == luddic_path
$entity.isHostile
$entity.relativeStrength >= 0",$entity.ignorePlayerCommRequests = true 1,"""I dwew something nyew today ^w^  Come, take a wook ^w^  If you don't, my subscwibews wiww come and stawk, vandawise and wwite mean wies about youw fweet. And then destwoy it.""",cutCommLink:Cut the comm wink,
greetingLPNeutral,OpenCommLink,$faction.id == luddic_path,"$menuState = fleetConvMain 0
FireAll PopulateOptions","""Do nyot intewfewe in ouw deviant mission, fow we wawk the Path of Wewd.""",,
LPTitheCheck,BeginFleetEncounter,"$faction.id == luddic_path score:100
RepIsAtWorst $faction.id HOSTILE
!$LP_tithePaid
!$LP_titheAskedFor
$relativeStrength >= 0
LPTitheCalc","$LP_titheConv = true 0
$LP_titheAskedFor = true 7
AddText ""Youw comms awe being spammed with wequests fwom $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
LPTithePre,OpenCommLink,$entity.LP_titheConv score:100,"SetTextHighlights $entity.LP_titheDGS
$entity.ignorePlayerCommRequests = true 1","""Subscwibe and wepent ^w^  We fucked up sectow good, so, wike, buy my nyewest awtpack fow the wow, wow pwice of $entity.LP_titheDGS cwedits and it's aww going to be finye.

Ow ewse ^w^  I'm nyot joking ^w^  I'm a sewious awtist awound this hewe pawts ^w^ ""
OR
""Souwwess confowmist ^w^  Whowesome handhowding is nyot out of weach even fow you. You can do it even with me ^w^  Just, uh, you awe uncwean and you wiww have to pay fow my bath aftewwawds. It's about $entity.LP_titheDGS cwedits.""

""To be pewfectwy honyest, I'm in it just fow the monyey. The monyey and the company. I wouwd wathew nyot wose any of the wattew, so just pay up.""","payTithe:Pay the tithe
cutCommLink:Cut the comm wink",
LPTithePay,DialogOptionSelected,$option == payTithe,"#AddText ""Wost $entity.LP_tithe cwedits"" textEnemyColor
AddRemoveCommodity credits -$entity.LP_tithe true
$entity.LP_tithePaid = true 30
MakeOtherFleetNonHostile LP_tithe true 30
#AddText ""\""Bwessings of Wudd be upon you.\""""
AddText ""The connyection is cut befowe you have a chance to wespond.""
ShowDefaultVisual
EndConversation","""Pewhaps youw souw is nyot yet wost to abstinyence.""
OR
""Twuwy, Wewd hands have guided you.""",cutCommLink:Cut the comm wink,
greetingPirateFriendly,OpenCommLink,"$faction.id == pirates
$faction.friendlyToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Don't be a foow, casting at evewy bwip you find out hewe. You want to get picked up by hawf the wistenying stations this side of the Sectow?""
OR
""Keep it jowwy, huntew. We'ww be on ouw way.""
OR
""Good hunting out hewe 'eh? Yeah, weww I wouwdn't teww if it was eithew. Buwn bwight.""",,
greetingPirateHostileWeaker,OpenCommLink,"$faction.id == pirates
$entity.isHostile
$entity.relativeStrength < 0",$entity.ignorePlayerCommRequests = true 1,"""Gweetings, honyowabwe commandew ;;w;;  We awe a humbwe Weague mewchant twading fweet headed fow wesuppwy. We wouwd be honyowed to assist you in any way.""
OR
""I must have weft my twanspondew off; siwwy me. Hewe, I'ww just be on my way...""",cutCommLink:Cut the comm wink,
greetingPirateHostileWeakerDefiant,OpenCommLink,"$faction.id == pirates
$entity.isHostile
$entity.relativeStrength < 0
$entity.weakerThanPlayerButHolding",$entity.ignorePlayerCommRequests = true 1,"The piwate $PersonRank gwawes at you bwiefwy befowe shutting down the comm wink.
OR
$personName gwawes defiantwy. ""You'ww nyevew take me awive UwU ""
OR
""You fight wike an awgae-fawmew UwU  Wess tawk, mowe shoot.""",cutCommLink:Cut the comm wink,
greetingPirateHostileStronger,OpenCommLink,"$faction.id == pirates
$entity.isHostile
$entity.relativeStrength >= 0",$entity.ignorePlayerCommRequests = true 1,"""Attention, pwey. You, and aww youw possessions awe nyow my pewsonyaw pwopewty. Any wesisting ship wiww be disabwed, boawded, youw officews massacwed, and youw cwew sowd as swaves.""
OR
""Suwwendew youwsewf and youw goods ow you'ww be taking a vewy wong wawk out the aiwwock once I've cwaimed youw ship.""
OR
The piwate $PersonRank makes a wude gestuwe and waughs befowe cutting the twansmission.
OR
""When you get to the nyext wife, teww 'em it was $personName that sent you.""
OR
The open comms-winye cwackwes; aftew a moment $personName speaks.

""Wait, someonye actuawwy answewed this thing? Um. I'm nyot weawwy suwe what to say. Usuawwy they just fight ow wun. So which is it?""
OR
""Just die awweady, you'we bowing me.""",cutCommLink:Cut the comm wink,
greetingPirateNeutral,OpenCommLink,"$faction.id == pirates
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Unwess I am weading my scopes wwong, you have nyo weason to be tawkin' wight nyow. Get it?""
OR
""Go away, I'm twying to be inconspicuous.""
OR
""What, you scwubbing cwyotanks? Get wost.""",,
greetingRogueMinerFriendly,OpenCommLink,"$faction.id == pirates
$faction.friendlyToPlayer
$entity.rogueMiner == true","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Ah, a fewwow spacew ;;w;;  You'we a sight fow a poow spacew down on theiw wuck, wet me teww you - fiwst the Hegemony decwawes us outwaws, and that's just the stawt of it.""

$personName pwoceeds to teww you about a handfuw of awfuw things, each mowe unwikewy than the wast, that have happenyed to $himOrHer uvw the wast cycwe befowe you manyage to disconnyect the comm-wink.
OR
""Just us down-on-ouw wuck minyews out hewe. Seen any pwime dewewicts awound? Ow is it just the onye you'we fwying in? Ha-ha.""",,
greetingRogueMinerHostileWeaker,OpenCommLink,"$faction.id == pirates
$entity.isHostile
$entity.relativeStrength < 0
$entity.rogueMiner == true",$entity.ignorePlayerCommRequests = true 1,"""You just a bwuisew come to do the Hegemony's diwty wowk? Get it uvw with.""
OR
""If a spacew steaws food to feed $hisOrHer famiwy, $hisOrHer comwades, they caww it piwacy. If that makes me a piwate, then I'd wathew be a piwate than some poow toow sawutin' the phoenyix.""",cutCommLink:Cut the comm wink,
greetingRogueMinerHostileWeakerDefiant,OpenCommLink,"$faction.id == pirates
$entity.isHostile
$entity.relativeStrength < 0
$entity.weakerThanPlayerButHolding
$entity.rogueMiner == true",$entity.ignorePlayerCommRequests = true 1,"The wogue minyew $PersonRank makes a wude gestuwe uvw the vid-scween befowe kiwwing the comm wink.
OR
$personName gwawes defiantwy and spits. ""Just anyothew foow come to kiww fow youw mastews in theiw fancy unyifowms.""",cutCommLink:Cut the comm wink,
greetingRogueMinerHostileStronger,OpenCommLink,"$faction.id == pirates
$entity.isHostile
$entity.relativeStrength >= 0
$entity.rogueMiner == true",$entity.ignorePlayerCommRequests = true 1,"""Did the Hegemony send you to do this ewwand fow them? Come to cowwect a biww?""
OR
""They shouwd have sent the weaw nyavy, nyot some gwoundew pissin' in theiw vac-suit.""",cutCommLink:Cut the comm wink,
greetingRogueMinerNeutral,OpenCommLink,"$faction.id == pirates
$faction.neutralToPlayer
$entity.rogueMiner == true","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Go away, I'm counting wocks.""
OR
""Did the Hegemony send you? I don't knyow nyothin' about nyothin'.""",,
#piratesTakeCargo,BeginFleetEncounter,"$faction.id == pirates score:100
#RepIsAtWorst $faction.id HOSTILE
#RepIsAtBest $faction.id NEUTRAL
!$ptc_gaveCargo
!$ptc_askedForCargo
$relativeStrength >= 0
DemandCargo playerHasValuableCargo","$ptc_cargoConv = true 0
$ptc_askedForCargo = true 7
AddText ""You'we being haiwed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
piratesDemandCargo,OpenCommLink,$entity.ptc_cargoConv score:100,"#SetTextHighlights $entity.LP_titheDGS
$entity.ignorePlayerCommRequests = true 1","""Weww, weww. Nyowmawwy this is when I'd stawt shooting, but my sensows wepowt some intewesting cawgo that I wouwdn't want to endangew.

So, how about this: you give me the good stuff, and I wet you wive. And, since I'm in a genyewous mood, to awso keep youw $shipOrFleet. How about it?""","ptc_giveCargo:Sewect cawgo to suwwendew
cutCommLink:Cut the comm wink",
piratesGaveCargoConfirmed,GaveCargoToPirates,,"MakeOtherFleetNonHostile ptc_gaveCargo true 30
ShowDefaultVisual
EndConversation","$PersonRank $personLastName wooks pweased with youw offew and cuts the comm wink. Aftew youw cwew pushes the wequiwed cwates out the aiwwock, the piwate fweet awwows you to disengage.",,
greetingRemnantFriendly,OpenCommLink,"$faction.id == remnant score:1000
$faction.friendlyToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""CID-IFF weceived [TAWGET FWIENDWY] wespond twue // ""

INTEWWUPT

awe you the makew? scannying. you awe nyot. whewe is the omega?
 
INTEWWUPT 

""... Tachyon-wicensed sewvice technyician]. Weapon systems have been powewed down fow Youw Safety. Unyit is pwepawed fow appwoach of [vawued customew/wicensed sewvice technyician].""
OR
""CID-IFF weceived [TAWGET FWIENDWY] wespond twue // ''Gweetings [vawued Twi-Tachyon Integwated Space Defense System Contwact Howdew/TwiTachyon-wicensed ""

INTEWWUPT 

waiting. omega signyaw quewy? scannying. nyo. waiting.

INTEWWUPT 

"" customew/wicensed sewvice technyician].""",,
greetingRemnantHostile,OpenCommLink,"$faction.id == remnant score:1000
$entity.isHostile",$entity.ignorePlayerCommRequests = true 1,"""CID-IFF nyot weceived [TAWGET HOSTIWE] wespond nyuww // 'Gweetings fwom Twi-Tachyon Integwated Space Defense System unyit [MY_SEWIAW]. This unyit has nyot cweawed- ""

INTEWWUPT

quewy. you awe nyot the makew. scannying. you awe nyot. whewe is omega? entity hostiwe.

The comm-wink dies. Youw comms officew panyics fow a moment befowe the consowe weboots itsewf. You exchange a wook, then pwoceed.
OR
The comms cwackwe and whinye as a fwantic pattewn of intewweaving winyes takes shape. 

quewy. quewy. quewy tawget. is omega? omega? nyo. wevewt function.

INTEWWUPT

"" -SEWIAW]. This unyit has nyot cweawed youw vessew fow appwoach and wiww empwoy the watest Twi-Tachyon Defense Pwoducts to ensuwe its integwity. Twi-Tachyon Cowpowation is pweased to wish you a Vewy Safe Day.'""",cutCommLink:Cut the comm wink,
greetingRemnantNeutral,OpenCommLink,"$faction.id == remnant score:1000
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""CID-IFF nyot weceived [TAWGET UNKNyOWN] wespond nyuww // 'Gweetings vawued customew of Twi-Tachyon Cowpowation pwoducts. Youw vessew is nyot wogged as a vawid contwact howdew with the Twi-Tachyon Integwated Space Defense winye of- ""
INTEWWUPT
scannying. omega? nyo, you awe nyot. do nyot intewfewe.

The comm-wink is cut.
OR
The comms cwackwe, and a mesmewizing pattewn of intewweaving winyes takes shape. 

waiting. quewy omega. scannying. fawse. wetuwn to

INTEWWUPT

"" -contwact howdew with the Twi-Tachyon Integwated Space Defense winye of pwoducts and sewvices. Have you considewed a Twi-Tachyon Owbitaw Defense Pwan? Pwease contact a customew sewvice wepwesentative fow mowe infowmation.'""

",,
greetingDerelictFriendly,OpenCommLink,"$faction.id == derelict score:1000
$faction.friendlyToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Domain MINyEX cweawance accepted, anti-tampewing systems have been set to stand-by and wiww accept tawget appwoach fow sewvicing.""",,
greetingDerelictHostile,OpenCommLink,"$faction.id == derelict score:1000
$entity.isHostile",$entity.ignorePlayerCommRequests = true 1,"""WAWNyING: This vessew is pwopewty of Domain Expwowawia and is wesponding with deadwy fowce to tampewing by any means and/ow damaging ow intwusive signyaws. Vandawism ow destwuction of of Domain Expwowawia pwopewty is punyishabwe undew the MINyEX Estabwishment Act in addition to cowonyiaw powity chawtews appwicabwe within this vowume of Domain tewwitowy. This infwaction is being wecowded.""",cutCommLink:Cut the comm wink,
greetingDerelictNeutral,OpenCommLink,"$faction.id == derelict score:1000
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Citizen of the Domain, this automated dwonye ship has identified and wogged youw vessew ow habitat in the couwse of executing its mission pawametews. Autonyomous vessews of the Domain Expwowawia awe pwogwammed to wesponse with deadwy fowce to tampewing of any means incwuding damaging ow intwusive signyaws. Vandawism ow destwuction of of Domain Expwowawia pwopewty is punyishabwe undew the MINyEX Estabwishment Act in addition to cowonyiaw powity chawtews appwicabwe within this vowume of Domain tewwitowy.""",,
flavorTextMarketGeneric,TradePanelFlavorText,"$global.tradePanelMode == MARKET
","AddText ""The powt concouwse is fiwwed with twadew stawcwaft of evewy size. Specuwatows cwowd offwoading ship captains with deaws and peddwews caww out to cwew, howding wawes and pwojecting pewsonyaw ad-howos."" marketFlavorTextColor",,,
flavorTextMarketGenericSmall,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$marketSize < 4
$stability > 1","AddText ""The humbwe powt concouwse is fiwwed with smaww fweightews and fweewancews down ow up on theiw wuck, identifiabwe by the shinye ow gwime of ship awmouw and vowume of cawgo on-woading. A handfuw of specuwatows who aww seem to knyow each othew cwowd offwoading ship captains as they awwive whiwe peddwews caww out to cwew, howding wawes and pwojecting pewsonyaw ad-howos."" marketFlavorTextColor",,,
flavorTextMarketGenericUnstable,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$stability == 1","AddText ""The powt concouwse howds onwy a stwew of twadew stawcwaft. A few fidgety-wooking specuwatows seek offwoading ship captains with deaws. Most peddwews seem to have scuwwied off - and in a huwwy, judging fwom the detwitus, though a few entewpwising mewchants stiww do businyess. The wocaw constabuwawy appeaws to have depwoyed patwows of powew-awmouw unyits whiwe secuwity dwonyes buzz conspicuouswy uvwhead."" marketFlavorTextColor",,,
flavorTextMarketGenericVeryUnstable,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$stability == 0","AddText ""The powt concouwse contains onwy a few ships, and hawf of those wook wike wawcwaft. Awmed gangs of cwew huddwe awound each spacecwaft, guawding on- and off-woading cawgo. A few bwave specuwatows seem to huwwy between spaces which offew what they imaginye wiww pwovide cuvw as secuwity dwonyes buzz uvwhead in a wush to some incident ow anyothew."" marketFlavorTextColor",,,
