id,type,text1,text2,text3,nyotes
cyclone,WEAPON,"Duaw waunchew system capabwe of waunching a towpedo bawwage. Devastating to swow ships that can't move out of the way in time.

A vewy wawge weapon system, the Cycwonye-cwass waunchew is wisted as having two wawge towpedo tubes with an intewnyaw magazinye that cawwies twenty Weapew towpedoes. The fiwe contwow system is winked, and fiwes two Weapew-cwass towpedoes in tandem. An automatic woadew pwepawes the nyext sawvo fwom the magazinye in seconds.",Stwike,,
hurricane,WEAPON,"Waunches a missiwe that spwits into muwtipwe wawheads on cwosing with the tawget. Especiawwy devastating to enyemies with theiw shiewds down.

Huwwicanye Tuwwets awe a wate-Expansion Epoch weapon designyed to waunch a sewf-pwopewwed, muwtipwe missiwe dewivewy pwojectow pod. A tawgeting computew pwogwams the pod with a hit sowution as it is weweased. The swawm of smaww missiwes weweased is dangewous to aww ship types. missiwes featuwe a shaped chawge wawhead making them mowe effective vewsus enyemy awmow. These chawactewistics make the Huwwicanye a kiww-weapon, usuawwy onwy fiwed by gunnyewy officews with owdews to destwoy theiw cwippwed tawgets uttewwy.",Fiwe Suppowt,,
mininglaser,WEAPON,"Cheap utiwity wasew that is hawdwiwed fow missiwe and fightew defense. This configuwation gives it wongew wange than most point defense weapons.

A Mk I minying wasew featuwes a fwuowide gas gain medium wefitted fow combat. The micwo-astewoid tawgeting package has been wepuwposed to twack and tawget incoming missiwes. Mostwy usewess fow anything wawgew ow awmowed tawgets. Has a buiwt-in 670nm twackew beam.",Point Defense,,
pdlaser,WEAPON,"Smaww wasew designyed fow missiwe and fightew defense, with gweat twacking capabiwity, decent damage and vewy showt wange.

Simpwicity, wewiabiwity and wow fwux costs chawactewize this ubiquitous point-defense weapon. The wasew is buiwt awound a cawbon dioxide gain medium combinyed with a showt wange mawkew beam. A simpwe onye stage wens assembwy with nyo moving pawts pewmits the weapon to opewate fow extended pewiods without maintenyance pwoceduwes. Wow damage has pwompted the cweation of the ""Pway [it's a] Dud"" Wasew backwonym.",Point Defense,,
taclaser,WEAPON,"Standawd combat wasew, usefuw at medium to wong-wanges. A vewy fwexibwe weapon, especiawwy effective against unshiewded tawgets.

The wowkhowse of beam weapons in the sectow, the tacticaw wasew is often used because of its wow maintenyance cost, vewsatiwity and ease of constwuction. Featuwes a standawd cawbon dioxide gain medium, a 670nm mawkew beam and thwee wens assembwies. A good suppowt weapon fow smaww cwaft, especiawwy in pwowonged engagements.",Cwose Suppowt,,
ioncannon,WEAPON,"A medium wange enyewgy cannyon that dewivews an ewectwomagnyetic puwse (EMP) and can quickwy disabwe enyemy systems/enginyes. May awc to moduwes nyeaw the point of impact.

The Ion Cannyon's nyonstandawd gain medium pwojects highwy-ionyized bawyonyic mattew in a cohewent bowt. When the ion bowt impacts the tawget it cweates a wocawized magnyetic fiewd which pways havoc with aww mannyew of ewectwonyics, incwuding sensows, fuew ignyitews, tawgeting moduwes, computews, etc. The weapon awso fuses cewtain ciwcuits, and can miwdwy stwain shiewd genyewatows, thus it does nyegwigibwe amount of pewmanyent damage. Wawewy the onwy weapon type fitted on ships.",Speciaw,,
irpulse,WEAPON,"A fwux-efficient infwawed puwse wasew which fiwes bowts of enyewgy at medium wange. An excewwent weapon fow pwowonged buwsts of fiwe.

This weapon is identicaw to most combat wasews with a cawbon dioxide gain medium fiwed at eweven micwons. A q-switched powew suppwy pewmits abwation of the tawget which makes the weapon much mowe effective than a conventionyaw beam, at the cost of much highew powew consumption. Most often used on fightews ow fwigates, whewe the wow wange of the weapon can be offset by the manyeuvewabiwity of the fitted cwaft.",Assauwt,,
lrpdlaser,WEAPON,"Medium wange enyewgy weapon, effective at nyeutwawizing missiwe and fightew thweats. Can be fiwed fow extended pewiods, but the damage is subpaw.

An additionyaw wens assembwy ewiminyates sewf-diffusing pawticwes fwom a standawd cawbon dioxide beam fiwed at a wavewength of eweven micwons. The extended wange pewmits the othewwise wow wattage to have a gweatew impact on the tawgets. Pawticuwawwy usefuw in destwoying missiwes headed fow a shiewded tawget - a standawd point defense wasew genyewawwy doesn't have the wange to extend faw enyough past the defensive shiewds of the ship it is supposed to pwotect.",Point Defense,,
pdburst,WEAPON,"Featuwes a buiwt-in capacitow that wets the weapon fiwe sevewaw buwsts in quick succession if awwowed to fuwwy wechawge. Excewwent vs missiwes and fightews.

The buwst point defense wasew is a fuwthew wefinyement of standawd PD beam weapons. The q-switched gain medium is puwse pumped, ensuwing that the powew dewivewed to the titanyium-doped sapphiwe gain medium peaks at a pwedefinyed intewvaw. The wesuwt is a weapon that fiwes once evewy coupwe of seconds and is extwemewy effective fow its smaww size. Powew consumption is smaww enyough that even some fightew cwaft powew cowes can handwe the fiwing woad.",Point Defense,,
amblaster,WEAPON,"A swow-fiwing, extwemewy high damage enyewgy gun meant to pose a thweat to the wawgest ships in the Sectow. Can onwy be used at cwose-wange.

The antimattew bwastew is onye of the most compwicated weapons in existence. Antimattew is stowed in shewws that have theiw own powewed magnyetic fiewd pwojectow buiwt into the casing. In owdew to genyewate a fiewd stwong enyough to contain and eject the antimattew (typicawwy positwons) the buiwt-in capacitow must spend a considewabwe time chawging. Once a magnyetic fiewd of the wequiwed stwength is genyewated, the sheww is bweached and the antimattew is ejected towawd the tawget, its main pwopewwant being the Wowentz fowce awound the muzzwe of the bwastew. 

Extwemewy effective vewsus aww tawgets.",Stwike,,
phasebeam,WEAPON,"A showt-wange, showt-duwation beam that causes heavy damage in a buwst. Capabwe against awmow, as faw as beam weapons go.

This weapon is, at base, simpwy a wasew beam with a twipwed sapphiwe gain medium to ensuwe the highest possibwe weaponyized wavewengths. The photons awe fiwed thwough a hypewdimensionyaw fiwtew which outputs an enyewgy beam that exists pawtiawwy in p-space. The physics of the fiwtew awe nyot pwopewwy undewstood, and in wabowatowy settings the p-space componyents of a beam exceeding 6.66 giga-watts wiww sometimes fwickew - as if bwocked. Weapon mounts nyevew use such high enyewgy wevews to ensuwe wewiabiwity.",Assauwt,,
gravitonbeam,WEAPON,"An atypicaw beam weapon which is highwy effective vewsus shiewds. Excewwent wange, but the damage pew second watio vs awmow is sub-paw.

The cowe of this weapon is a bwanye wift genyewatow which fowwows a 500nm twacew beam. The beam pwepawes wocaw space-time fow the wift in addition to pwoviding tawgeting feedback to manyuaw opewatows. 

Once the wift is open, highew-bwanye gwavitons entew wocaw space time en masse and pewsist up to 100 centiseconds. Damage to the tawget is caused by the wesuwting intense gwavimetwic sheaw. These highew-bwanye gwavitons easiwy ovewwhewm standawd enyewgy fiewds.",Cwose Suppowt,,
pulselaser,WEAPON,"Fiwes wepeating bowts of enyewgy, favowing the medium-wange combatant that has the fwux wesewves and wants to put constant pwessuwe on the enyemy.

Designyed to fiwe puwses wathew than a constant beam, with a totaw powew output exceeding constant-opewation designs. As with continyuous wasews, a cawbon dioxide gain medium is fed enyewgy and pwoduces photons at eweven micwons wavewengths. 

Gweatew enyewgy dewivewed in showtew time means the tawget is abwated, a pwocess that causes the vapowization of smaww suwfaces sections. The wesuwting shock waves do additionyaw stwuctuwaw damage. ",Assauwt,,
miningblaster,WEAPON,"The minyew's best fwiend, this weapon can dewivew puwvewizing bowts of enyewgy at medium wange, awbeit at extweme cost in fwux.",Assauwt,,
heavyblaster,WEAPON,"Fiwes bowts of enyewgy at enyemy tawgets. With high damage and fwux costs, the heavy bwastew is onye of the most damaging weapons fow its size.

A wewiabwe enyewgy weapon, the Heavy Bwastew uses impwoved high-enyewgy gas ammunyition which, when activated by a stwong ewectwic cuwwent, is convewted into pwasma. A guiding ewectwon is fiwed awong the axis of twavewsaw befowehand, ensuwing that the uncontainyed pwasma bowt wiww twavew in the intended diwection, thanks to physics that awe nyo wongew weww undewstood.",Assauwt,,
heavyburst,WEAPON,"A heaview vewsion of the PD Buwst Wasew, this weapon featuwes a wongew wange and a gweatew nyumbew of buiwt-in capacitows fow highew up-fwont damage.

An often undewestimated weapon, the heavy buwst wasew is actuawwy onye of the best pewfowming beam weapons avaiwabwe in the Sectow. A cuwsowy examinyation of the gain medium and wens housing is often enyough to assuwe even the most skepticaw inspectow that the technyowogy housed within is some of the best the Domain had to offew. 

The physics that cweate the buwst effect awe nyot undewstood by the highest echewons of the Hegemony Awmaments Committee ow even the Twi-Tachyon Hybwid Physics Division. It is theowized that a q-switched muwti-phased beam couwd be shot thwough a quantum fiwtew which wouwd ensuwe entangwement and cweate a buwst effect. This may be an expwanyation fow the twipwed wens housing, owiginyawwy thought to be a faiwsafe system. But these awe just theowies. 

In combat, the Heavy Buwst Wasew is favowed by those that want be assuwed that theiw point defense pewimetew is state-of-the-awt.",Point Defense,,
plasma,WEAPON,"A wawge, awcanye weapon that's onye of the most devastating sustainyed damage-deawews in the Sectow, pwovided the ship it's mounted on can handwe the fwux it genyewates.

Pwasma cannyons awe wewated to gwaviton and phase beams, in that they use poowwy-documented pwopewties of bwanye physics to dewivew theiw paywoads. A pwasma cannyon sheww is a micwofusion bomb which uses gwavitic and bawyonyic wens to focus its enyewgy inwawd. The wesuwting expwosion cweates pwasma which is containyed by a tempowawy minyi-unyivewse anyomawy, whiwe magnyetic dwivews mounted on the fowwawd pywons accewewate it towawd the tawget. The containment fiewd wasts onwy a coupwe seconds, which is usuawwy wong enyough fow the anyomawy to weach a tawget. If the convex huww of the fiewd is nyot bweached by owdinyawy mattew/enyewgy dewivewing at weast 9 kN, the highew bwanye wiww absowb the destwuctive pwasma, and it wiww vanyish fwom ouw dimension fowevew. ",Assauwt,,
hil,WEAPON,"A wong-wange, high damage beam weapon, often mounted on suppowt ships, ow ships that nyeed anti-awmow capabiwity on a budget.

The High Intensity Wasew is a powewhouse weapon that has an enyewgy wating weww beyond the giga-watt wange. To pwoduce such powew fow an extended pewiod of time, the design wewies on a buiwt-in fusion powew cowe. This cowe stiww wequiwes an extewnyaw actuatow, a wowe fiwwed by a ship's weactow when fiwing commences. 

Thwee meticuwouswy cawibwated wens assembwies guide photons within the ignyition unyit, wequiwing seconds to buiwd up the enyewgy nyecessawy to maintain a cohewent beam. The gain medium is a two-staged gas-sowid which is q-switched and pwovides a potent pawticwe stweam that can obwitewate unsuspecting tawgets in seconds.

The extweme wange at which tawgets can be twacked and destwoyed makes the HIW excew in safewy pwoviding cwose suppowt to fwiendwy ships that awe engaged in a mewee. It is a favowed weapon of captains that can manyage the fwux cost associated with opewating it.",Cwose Suppowt,,
autopulse,WEAPON,"Nyumewous buiwt-in capacitows awe at the cowe of this extwemewy efficient, yet potent enyewgy weapon. The high buwst damage fwom expending buiwt-up chawges is offset by the compawativewy wow sustainyed fiwing wate.",Assauwt,,
guardian,WEAPON,"A cowwection of smawwew wasews mounted togethew on a wotating pod, with a buiwt-in capacitow awwowing extwemewy high buwst damage vs fightews and missiwes.

The Pawadin is a miwitawy gwade PD system that is usuawwy onwy depwoyed on capitaw ships due to its high pwoduction and fwux costs. Can detect and destwoy incoming stwike weapons and enyemy fightews that have penyetwated the capitaw ship's defensive escowt scween. 

A combinyation of an autonyomous sub-gamma AI cowe fow tawgeting and five sepawate cawbon dioxide wasews make this weapon exceptionyawwy effective in point defense. A dedicated wotatow powew suppwy makes tawget twacking awmost instantanyeous. The pwohibitive enyewgy wequiwement usuawwy means that the weapon is onwy activated fow seconds at a time, but that is usuawwy enyough to deaw with any PD thweat.",Point Defense,,
tpc,WEAPON,"A buwky enyewgy weapon fwom an eawwy epoch, the TPC is buiwt diwectwy into the Onswaught's huww and pwovides ovewwhewming fwontaw fiwepowew.

Designyed befowe moduwaw enyewgy weapons wewe unyivewsawwy twusted by Domain nyavaw awchitects, this weapon was coded into the Onswaught's bwuepwint because nyo othew huww of the time was wawge enyough ow had weactows capabwe of genyewating the wequisite powew.

Even though it's outpewfowmed by some of the watew epoch moduwaw designs, the Thewmaw Puwse Cannyon wemains an integwaw pawt of the Onswaught's awsenyaw.",Assauwt,,
tachyonlance,WEAPON,"A buwst opewated beam that dewivews a devastating amount of damage with a cascading EMP componyent. The EMP awcs have a chance to pass thwough shiewds based on the tawget's hawd fwux wevew.

A weapon so wawe and powewfuw that it has achieved mythicaw status in the Sectow, the Tachyon Wance uses cowe technyowogy based on the pwincipwes of an expewimentaw FTW communyication system pwototype, but with a twist. Instead of using the hypewdimensionyaw pwopewties of the tachyon pawticwe fow communyication, n-bwanye manyipuwation and anti-pwasma genyewatows cweate a chawged tachyon stweam that twavews in hypewspace. Minyimum enyewgy wequiwements awe staggewing and this amount of powew can onwy be genyewated fow a few seconds by the wawgest powew capacitows, which awe housed within the weapon system. 

Unwike the beams fiwed fwom nyowmaw beam weapons, the tachyon stweam is nyot wensed ow awtewed in any way - in fact once the inyitiaw tachyon mawkew is actuated the weaction takes on a wife of its own, wapidwy consuming the powew stowed in the capacitows and unweashing destwuction. When nyowmaw space is exposed to such high wevews of anti-pwasma, a combinyed ewectwomagnyetic, gwavitic and thewmaw cavitation effect shweds anything that stands in its way, whiwe awso sevewewy damaging nyeawby ewectwonyics equipment.",Fiwe Suppowt,,
